repayment_id,loan_id,repayment_date,amount_due,amount_paid,payment_status,days_past_due
f259f593-fae4-4127-bda2-9991cbbb1ede,2412577d-5cf3-414f-9161-160958bf29e5,2025-11-15,4636.56,4636.56,Paid,0
df0a34f3-da62-4397-a84d-8ed1e4039231,2412577d-5cf3-414f-9161-160958bf29e5,2025-12-15,4636.56,0.0,Defaulted,71
68259be6-9a0d-4578-9ca1-b13308830ad1,2412577d-5cf3-414f-9161-160958bf29e5,2026-01-14,4636.56,4636.56,Paid,0
e1f22cd4-b032-42c5-972f-45848802cd2e,10cfb8d8-32d6-4792-a1cf-76ed8e10dde3,2024-05-21,3552.75,3552.75,Paid,0
203893bd-7a16-48e7-8c5b-2bbec7f12312,10cfb8d8-32d6-4792-a1cf-76ed8e10dde3,2024-06-20,3552.75,3552.75,Paid,0
8a3a1a94-e90d-471b-a1b1-a07ab87059da,10cfb8d8-32d6-4792-a1cf-76ed8e10dde3,2024-07-20,3552.75,3552.75,Late,15
9ce7d07e-0a0b-4fa4-97a7-9ef907d8ced3,10cfb8d8-32d6-4792-a1cf-76ed8e10dde3,2024-08-19,3552.75,3552.75,Paid,0
2e9c82a8-d8b1-4b15-b7c0-6f895e9b867c,10cfb8d8-32d6-4792-a1cf-76ed8e10dde3,2024-09-18,3552.75,3552.75,Late,11
42d7b4ce-f228-4dd8-b297-c71cf660c107,10cfb8d8-32d6-4792-a1cf-76ed8e10dde3,2024-10-18,3552.75,3552.75,Paid,0
a6b6beeb-58ff-4e7d-9552-9d514c48d8c4,10cfb8d8-32d6-4792-a1cf-76ed8e10dde3,2024-11-17,3552.75,3552.75,Paid,0
15fafd1a-9bd3-46b1-b293-09e3b8821289,10cfb8d8-32d6-4792-a1cf-76ed8e10dde3,2024-12-17,3552.75,3552.75,Paid,0
da3a1073-7a50-4f72-aa41-0a9292f6e5cf,10cfb8d8-32d6-4792-a1cf-76ed8e10dde3,2025-01-16,3552.75,3552.75,Paid,0
226b91a1-e08c-4be0-8632-3932d484a3a9,10cfb8d8-32d6-4792-a1cf-76ed8e10dde3,2025-02-15,3552.75,3552.75,Paid,0
53542776-8288-4238-85d4-8c8f3d7efabb,10cfb8d8-32d6-4792-a1cf-76ed8e10dde3,2025-03-17,3552.75,3552.75,Paid,0
efe3bb09-e05d-49e4-8cff-9d74c2442a18,10cfb8d8-32d6-4792-a1cf-76ed8e10dde3,2025-04-16,3552.75,3552.75,Paid,0
ac6bd114-8388-4a5d-97c7-fcc0ee32bf74,1b25e8f8-01b5-422b-ad62-378298577f00,2024-11-10,203.33,203.33,Paid,0
c216e80e-3780-4d64-bd8c-bed13101c43a,1b25e8f8-01b5-422b-ad62-378298577f00,2024-12-10,203.33,203.33,Paid,0
9da01cad-cde5-4349-8bde-e621fce4397b,1b25e8f8-01b5-422b-ad62-378298577f00,2025-01-09,203.33,203.33,Paid,0
15863b02-9641-45a7-a47c-6b0b50b6fe2e,1b25e8f8-01b5-422b-ad62-378298577f00,2025-02-08,203.33,203.33,Paid,0
6e81211d-36ef-429f-8fc2-930c44306daa,1b25e8f8-01b5-422b-ad62-378298577f00,2025-03-10,203.33,203.33,Paid,0
945f30d9-161b-464d-9b1b-2fff3dac456f,1b25e8f8-01b5-422b-ad62-378298577f00,2025-04-09,203.33,203.33,Paid,0
1aae873b-65cc-459a-af61-12a55ec4c71f,1b25e8f8-01b5-422b-ad62-378298577f00,2025-05-09,203.33,101.67,Late,27
c4db1218-5138-4706-b0a1-e0e28cf3bf85,1b25e8f8-01b5-422b-ad62-378298577f00,2025-06-08,203.33,203.33,Paid,0
5bd20a4e-3305-4955-a2f7-cbdec69a7c80,1b25e8f8-01b5-422b-ad62-378298577f00,2025-07-08,203.33,203.33,Paid,0
82f4951d-9801-4f05-b084-71e51a4f20e7,1b25e8f8-01b5-422b-ad62-378298577f00,2025-08-07,203.33,203.33,Paid,0
94edcfdb-bf4e-4cbd-a214-d8dc89a89de5,1b25e8f8-01b5-422b-ad62-378298577f00,2025-09-06,203.33,203.33,Paid,0
50fc69df-c122-41de-bf71-128d146dad6b,1b25e8f8-01b5-422b-ad62-378298577f00,2025-10-06,203.33,203.33,Paid,0
867dd0d7-7210-48dc-9a09-432461aee1b0,69151ef3-e0d1-4d70-a1fe-deb0d585dfc1,2024-12-30,4599.77,2299.89,Late,10
c8c68de7-3aa7-4170-866f-2b8c1a5bd2c6,69151ef3-e0d1-4d70-a1fe-deb0d585dfc1,2025-01-29,4599.77,4599.77,Paid,0
e0816cad-5a94-42fc-bfd9-6ce98bfd2951,69151ef3-e0d1-4d70-a1fe-deb0d585dfc1,2025-02-28,4599.77,4599.77,Paid,0
dd543315-8a17-4b25-9868-1d403bd6c393,69151ef3-e0d1-4d70-a1fe-deb0d585dfc1,2025-03-30,4599.77,4599.77,Paid,0
5c7ee6e3-0b9b-4508-9b7d-9b35510a3696,69151ef3-e0d1-4d70-a1fe-deb0d585dfc1,2025-04-29,4599.77,4599.77,Paid,0
23fbd04e-1b85-4efb-a126-351946f83a8c,69151ef3-e0d1-4d70-a1fe-deb0d585dfc1,2025-05-29,4599.77,2299.89,Late,6
4c3b38cb-5df7-4822-bcf9-ff6862695614,69151ef3-e0d1-4d70-a1fe-deb0d585dfc1,2025-06-28,4599.77,4599.77,Paid,0
a93f779e-2269-4854-bd26-f6f6aa23fef6,69151ef3-e0d1-4d70-a1fe-deb0d585dfc1,2025-07-28,4599.77,4599.77,Paid,0
70b37dcf-60e0-4386-ae88-1e95ca1ff05c,69151ef3-e0d1-4d70-a1fe-deb0d585dfc1,2025-08-27,4599.77,4599.77,Paid,0
3a1ef633-c5f3-4d60-9d46-a6320865477d,69151ef3-e0d1-4d70-a1fe-deb0d585dfc1,2025-09-26,4599.77,4599.77,Paid,0
09f47a9b-da0b-430d-84f0-f823871e8b19,69151ef3-e0d1-4d70-a1fe-deb0d585dfc1,2025-10-26,4599.77,2299.89,Late,1
51b49213-0be9-4c41-b125-2e4b91e59839,69151ef3-e0d1-4d70-a1fe-deb0d585dfc1,2025-11-25,4599.77,4599.77,Late,8
e70a14a8-2067-44cb-9e40-afe1c9abe3cf,a2aca9cf-b1fc-4751-a1fd-4ca062d72144,2024-02-28,6654.23,6654.23,Paid,0
6e217d1c-e650-474f-aea2-e29ef9ed3420,a2aca9cf-b1fc-4751-a1fd-4ca062d72144,2024-03-29,6654.23,6654.23,Paid,0
437ac051-98ea-4a5b-817b-57ee74fdf1a5,a2aca9cf-b1fc-4751-a1fd-4ca062d72144,2024-04-28,6654.23,3327.11,Late,8
5dfa6dfa-d41d-4e04-bf07-b7fd58160ff0,a2aca9cf-b1fc-4751-a1fd-4ca062d72144,2024-05-28,6654.23,6654.23,Late,1
f63f4dae-2aa1-4228-8d45-25a6abaf4b95,a2aca9cf-b1fc-4751-a1fd-4ca062d72144,2024-06-27,6654.23,6654.23,Paid,0
fbac09e9-819c-4f15-99a3-543ed8724e40,a2aca9cf-b1fc-4751-a1fd-4ca062d72144,2024-07-27,6654.23,6654.23,Paid,0
2a97cbed-5d8c-4171-9c3a-def2e8477d35,a2aca9cf-b1fc-4751-a1fd-4ca062d72144,2024-08-26,6654.23,6654.23,Paid,0
9c676457-d249-4627-af80-ef7a7051fbf9,a2aca9cf-b1fc-4751-a1fd-4ca062d72144,2024-09-25,6654.23,3327.11,Late,25
d3e1d182-50db-4712-8149-c64acd6664e7,a2aca9cf-b1fc-4751-a1fd-4ca062d72144,2024-10-25,6654.23,6654.23,Paid,0
3e74d9cb-f08d-4ff2-93f2-3619cbf06da3,a2aca9cf-b1fc-4751-a1fd-4ca062d72144,2024-11-24,6654.23,6654.23,Paid,0
073a4443-54c9-4050-aa09-497de9dd1f3d,a2aca9cf-b1fc-4751-a1fd-4ca062d72144,2024-12-24,6654.23,6654.23,Paid,0
25f38810-481c-44b6-9c51-44cfb3445b39,a2aca9cf-b1fc-4751-a1fd-4ca062d72144,2025-01-23,6654.23,0.0,Defaulted,44
289414e0-dc84-4101-bb55-b3b56e0d0905,6ad435a6-050e-42d5-94cc-8e8f23763c4d,2024-04-22,8168.6,8168.6,Paid,0
923ea3ca-ac5b-44c2-8734-ec9b24ea9eff,6ad435a6-050e-42d5-94cc-8e8f23763c4d,2024-05-22,8168.6,8168.6,Late,28
2202fa5f-eac3-4028-b23e-d1f80a2213b3,6ad435a6-050e-42d5-94cc-8e8f23763c4d,2024-06-21,8168.6,8168.6,Paid,0
0c93b574-0619-4535-b39e-249933891ee9,6ad435a6-050e-42d5-94cc-8e8f23763c4d,2024-07-21,8168.6,8168.6,Paid,0
d8c86cf8-cd27-43b6-a583-d7dd79239868,6ad435a6-050e-42d5-94cc-8e8f23763c4d,2024-08-20,8168.6,8168.6,Paid,0
52c7021c-cfd3-4fe9-b6de-0d92a8f20dba,6ad435a6-050e-42d5-94cc-8e8f23763c4d,2024-09-19,8168.6,8168.6,Paid,0
1a109b67-0998-48f3-933d-43348603e01f,6ad435a6-050e-42d5-94cc-8e8f23763c4d,2024-10-19,8168.6,8168.6,Paid,0
7255ee75-6c72-40c6-9207-70d8b6d07fec,6ad435a6-050e-42d5-94cc-8e8f23763c4d,2024-11-18,8168.6,8168.6,Paid,0
4af67364-72b9-4efc-bfb7-32b482882a2b,6ad435a6-050e-42d5-94cc-8e8f23763c4d,2024-12-18,8168.6,8168.6,Paid,0
70088676-7025-40e9-8ce4-a983f58db3f6,6ad435a6-050e-42d5-94cc-8e8f23763c4d,2025-01-17,8168.6,8168.6,Paid,0
9762e927-f01b-4344-bf3c-8900e613f883,6ad435a6-050e-42d5-94cc-8e8f23763c4d,2025-02-16,8168.6,8168.6,Paid,0
fe07e839-166b-4969-b334-f61d42afac14,6ad435a6-050e-42d5-94cc-8e8f23763c4d,2025-03-18,8168.6,8168.6,Paid,0
9b47dee2-d17f-4f66-a053-59ba17e2d488,9450e051-6e44-426b-98ec-2569a725d66c,2024-12-03,1146.59,1146.59,Paid,0
2ab01c86-5485-4780-a4e9-a4569082a938,9450e051-6e44-426b-98ec-2569a725d66c,2025-01-02,1146.59,1146.59,Paid,0
e8d6b70f-8188-43c2-b6f6-2a9042004136,9450e051-6e44-426b-98ec-2569a725d66c,2025-02-01,1146.59,1146.59,Paid,0
f227745b-ab22-4bbd-90e4-1b1e3be770cd,9450e051-6e44-426b-98ec-2569a725d66c,2025-03-03,1146.59,1146.59,Late,14
82ed1dc0-7888-4bd5-9367-4dc2b5ca0eef,9450e051-6e44-426b-98ec-2569a725d66c,2025-04-02,1146.59,1146.59,Paid,0
15ec02b1-83b1-4114-ac52-b37df630a3ee,9450e051-6e44-426b-98ec-2569a725d66c,2025-05-02,1146.59,1146.59,Paid,0
95138d0d-4aac-4609-8988-76aad24dcb64,9450e051-6e44-426b-98ec-2569a725d66c,2025-06-01,1146.59,1146.59,Paid,0
c6dd4d05-9ac9-41fa-adfe-ad1f262dbc0f,9450e051-6e44-426b-98ec-2569a725d66c,2025-07-01,1146.59,1146.59,Late,21
77f8d17e-e32d-4862-8f8b-ec42e2ecc92b,9450e051-6e44-426b-98ec-2569a725d66c,2025-07-31,1146.59,1146.59,Paid,0
93fd448d-9c0f-4911-b5c3-c5acb9851232,9450e051-6e44-426b-98ec-2569a725d66c,2025-08-30,1146.59,1146.59,Paid,0
dcecc980-76f6-4328-81ac-2cd442d0a3aa,9450e051-6e44-426b-98ec-2569a725d66c,2025-09-29,1146.59,1146.59,Paid,0
a7b300ee-0668-4c95-b3bf-de1eb7c7b3bb,9450e051-6e44-426b-98ec-2569a725d66c,2025-10-29,1146.59,1146.59,Paid,0
cc966fca-2b41-4084-b48f-9f16a47c7d08,29cce960-dbbe-4519-b372-cf947e579e7c,2024-12-14,7481.84,7481.84,Paid,0
e5796e5e-5044-4c6f-9523-fc4d6b9fbc72,29cce960-dbbe-4519-b372-cf947e579e7c,2025-01-13,7481.84,7481.84,Paid,0
def1dbf1-8d2a-4606-a066-9077c710f5e8,29cce960-dbbe-4519-b372-cf947e579e7c,2025-02-12,7481.84,7481.84,Paid,0
bcac6d2d-3e9f-4214-a003-8c2cdad0f3be,29cce960-dbbe-4519-b372-cf947e579e7c,2025-03-14,7481.84,7481.84,Paid,0
c376953c-b01c-479c-abbb-6fd1e000b662,29cce960-dbbe-4519-b372-cf947e579e7c,2025-04-13,7481.84,7481.84,Paid,0
d549dac7-1d66-4205-822b-e86a5759459a,29cce960-dbbe-4519-b372-cf947e579e7c,2025-05-13,7481.84,7481.84,Paid,0
1ea25ddc-4d74-4366-aa9e-cb1fae4e9b2d,29cce960-dbbe-4519-b372-cf947e579e7c,2025-06-12,7481.84,7481.84,Paid,0
0860ca73-67d6-4da2-a9fc-46643a5cff5d,29cce960-dbbe-4519-b372-cf947e579e7c,2025-07-12,7481.84,3740.92,Late,25
b9315720-e205-4432-9731-1c142a0be194,29cce960-dbbe-4519-b372-cf947e579e7c,2025-08-11,7481.84,7481.84,Paid,0
1cb1c1c5-b1a9-43ae-a6e4-98751e5e31f1,29cce960-dbbe-4519-b372-cf947e579e7c,2025-09-10,7481.84,7481.84,Paid,0
07393047-129d-4f26-a435-616e2727a855,29cce960-dbbe-4519-b372-cf947e579e7c,2025-10-10,7481.84,7481.84,Paid,0
8ffab8b7-410b-4fd7-aabd-c743c346c65a,29cce960-dbbe-4519-b372-cf947e579e7c,2025-11-09,7481.84,7481.84,Paid,0
82a1077f-0f88-4486-a0fb-4b27779c53fc,426ce200-3721-4f86-bb23-9b536657c3a9,2024-07-08,1477.05,1477.05,Paid,0
0e9b69f1-8063-4062-b914-e6a5d5873649,426ce200-3721-4f86-bb23-9b536657c3a9,2024-08-07,1477.05,1477.05,Paid,0
bb9c52ae-53f8-4a87-b842-70ab516f0af4,426ce200-3721-4f86-bb23-9b536657c3a9,2024-09-06,1477.05,1477.05,Paid,0
af8d084a-266e-4691-a9a0-ec01f2a90a58,426ce200-3721-4f86-bb23-9b536657c3a9,2024-10-06,1477.05,1477.05,Paid,0
dcbbc5eb-41fb-444a-8fb6-b3ef1f6a5cc6,426ce200-3721-4f86-bb23-9b536657c3a9,2024-11-05,1477.05,1477.05,Paid,0
aedad2b8-bcee-4928-8703-64c063f8caee,426ce200-3721-4f86-bb23-9b536657c3a9,2024-12-05,1477.05,1477.05,Paid,0
9e6312bd-fc2f-4b8b-abab-8e1f6f4db54b,426ce200-3721-4f86-bb23-9b536657c3a9,2025-01-04,1477.05,1477.05,Paid,0
a2c8b3ee-1379-4f12-b150-7ebe66793759,426ce200-3721-4f86-bb23-9b536657c3a9,2025-02-03,1477.05,1477.05,Paid,0
1e039466-f9d9-4f12-87b9-b76ff8237fd0,426ce200-3721-4f86-bb23-9b536657c3a9,2025-03-05,1477.05,738.52,Late,16
ffbe5ba0-2ffe-4550-94bc-a5da46e2bdd2,426ce200-3721-4f86-bb23-9b536657c3a9,2025-04-04,1477.05,738.52,Late,24
a1efdad8-095c-4acf-ac5d-0f184c14a42c,426ce200-3721-4f86-bb23-9b536657c3a9,2025-05-04,1477.05,1477.05,Paid,0
7ce7de42-f5d5-4f15-afb4-e5c022a57dd8,426ce200-3721-4f86-bb23-9b536657c3a9,2025-06-03,1477.05,1477.05,Paid,0
8342c4d2-fb1a-442c-8c83-8c430f060bd2,640ddd2a-1f75-434b-8905-53fca2864ca6,2024-07-16,3020.26,3020.26,Paid,0
f3859277-a754-4ec4-8ec7-821e2fc0631c,640ddd2a-1f75-434b-8905-53fca2864ca6,2024-08-15,3020.26,3020.26,Paid,0
4ae42de2-e72e-4f61-99eb-b96c101c79be,640ddd2a-1f75-434b-8905-53fca2864ca6,2024-09-14,3020.26,3020.26,Paid,0
462fe437-509d-4da0-ab20-b8570188777f,640ddd2a-1f75-434b-8905-53fca2864ca6,2024-10-14,3020.26,3020.26,Paid,0
be0b0318-15ba-4d88-94d6-fe9c11a96524,640ddd2a-1f75-434b-8905-53fca2864ca6,2024-11-13,3020.26,3020.26,Late,8
7afac5bc-3e64-474a-96ce-25ae2d090a28,640ddd2a-1f75-434b-8905-53fca2864ca6,2024-12-13,3020.26,0.0,Defaulted,63
d862a46c-abac-40d6-81ef-38c9497a7bc0,640ddd2a-1f75-434b-8905-53fca2864ca6,2025-01-12,3020.26,3020.26,Late,4
bab49c32-f630-48b3-854c-2c69b77add4a,640ddd2a-1f75-434b-8905-53fca2864ca6,2025-02-11,3020.26,3020.26,Late,2
84cd4249-03a7-4c6f-83ca-b5a80030959c,640ddd2a-1f75-434b-8905-53fca2864ca6,2025-03-13,3020.26,3020.26,Paid,0
6c04fb4f-57b8-49ba-a8dc-db41d9e531e9,640ddd2a-1f75-434b-8905-53fca2864ca6,2025-04-12,3020.26,3020.26,Paid,0
6bcd63a6-e887-4e2f-a106-94bb74172e2f,640ddd2a-1f75-434b-8905-53fca2864ca6,2025-05-12,3020.26,3020.26,Paid,0
a18b072c-1120-47a6-9cc4-5adbe6289f64,640ddd2a-1f75-434b-8905-53fca2864ca6,2025-06-11,3020.26,3020.26,Paid,0
1a93de64-bd02-4517-acf2-95b950a3090d,6d10df7b-7ef3-4568-a38b-015b4244bb85,2025-01-06,4052.78,4052.78,Paid,0
d21b5375-c99c-496e-85db-e99e9648e6ba,6d10df7b-7ef3-4568-a38b-015b4244bb85,2025-02-05,4052.78,4052.78,Paid,0
cdf433eb-0380-4077-9eb1-4d342f984714,6d10df7b-7ef3-4568-a38b-015b4244bb85,2025-03-07,4052.78,4052.78,Late,9
923a4cf8-2983-4213-9ef5-2bd82eabef74,6d10df7b-7ef3-4568-a38b-015b4244bb85,2025-04-06,4052.78,4052.78,Paid,0
6f7152b7-2ec7-459b-aa82-26ec4fa0c035,6d10df7b-7ef3-4568-a38b-015b4244bb85,2025-05-06,4052.78,4052.78,Paid,0
4cf44602-9cc9-4a2d-a63c-052eae14d163,6d10df7b-7ef3-4568-a38b-015b4244bb85,2025-06-05,4052.78,4052.78,Paid,0
8b7155a8-1ce7-4217-b608-d240467e6112,6d10df7b-7ef3-4568-a38b-015b4244bb85,2025-07-05,4052.78,4052.78,Paid,0
832f3b62-68be-4eef-b583-d2dc627e3a4e,6d10df7b-7ef3-4568-a38b-015b4244bb85,2025-08-04,4052.78,4052.78,Paid,0
6f4bdb0f-8c85-4c46-a55f-bd616c4a4401,6d10df7b-7ef3-4568-a38b-015b4244bb85,2025-09-03,4052.78,4052.78,Paid,0
1979f3bf-6802-4fec-82e8-56439c5c6b96,6d10df7b-7ef3-4568-a38b-015b4244bb85,2025-10-03,4052.78,2026.39,Late,22
efffd81b-db36-436c-a07f-63a68eaca459,6d10df7b-7ef3-4568-a38b-015b4244bb85,2025-11-02,4052.78,4052.78,Paid,0
df4452a6-2603-45a8-beee-649185284f81,6d10df7b-7ef3-4568-a38b-015b4244bb85,2025-12-02,4052.78,4052.78,Paid,0
1d7a9326-2556-4e60-96a8-1089a7141dff,d9821b07-3c8f-4271-86ae-be23490240ad,2025-02-25,6256.48,6256.48,Paid,0
9eb3ba3a-b988-4fa4-aea3-abf92f318028,d9821b07-3c8f-4271-86ae-be23490240ad,2025-03-27,6256.48,6256.48,Paid,0
55a63ebb-a675-4b10-ae6e-aeeb95f05c67,d9821b07-3c8f-4271-86ae-be23490240ad,2025-04-26,6256.48,6256.48,Paid,0
d5a70a64-ede4-4a2b-a573-3c4e497a65e2,d9821b07-3c8f-4271-86ae-be23490240ad,2025-05-26,6256.48,6256.48,Paid,0
d13f6c4f-290a-4b43-b8ee-1f6097e8ce2b,d9821b07-3c8f-4271-86ae-be23490240ad,2025-06-25,6256.48,6256.48,Paid,0
1c154e2b-d85a-4cc4-b718-20c15b88644a,d9821b07-3c8f-4271-86ae-be23490240ad,2025-07-25,6256.48,6256.48,Paid,0
bb37b641-3196-4735-ad6c-9dd77536c025,d9821b07-3c8f-4271-86ae-be23490240ad,2025-08-24,6256.48,6256.48,Paid,0
33797f6e-0ce7-4ab2-a08b-85a46d4fecb6,d9821b07-3c8f-4271-86ae-be23490240ad,2025-09-23,6256.48,6256.48,Paid,0
bd4bd462-bb2e-4642-a5f2-705c884708dc,d9821b07-3c8f-4271-86ae-be23490240ad,2025-10-23,6256.48,6256.48,Paid,0
87d91ef0-7ef0-4a41-9841-c97f4ca42e2a,d9821b07-3c8f-4271-86ae-be23490240ad,2025-11-22,6256.48,6256.48,Paid,0
2fce0e6d-a3ef-4e7b-8421-8c7cc95636d3,d9821b07-3c8f-4271-86ae-be23490240ad,2025-12-22,6256.48,6256.48,Paid,0
eb207e14-9294-40b7-a9de-23521566629c,d9821b07-3c8f-4271-86ae-be23490240ad,2026-01-21,6256.48,6256.48,Paid,0
0c6a408a-2aea-4f49-9f22-fda011624674,e2eaa998-8796-4382-9774-555e0656d4ea,2025-01-30,3126.87,0.0,Defaulted,77
e6e53ada-a447-4542-a731-6d3de21256d9,e2eaa998-8796-4382-9774-555e0656d4ea,2025-03-01,3126.87,3126.87,Paid,0
12a46039-8abb-4374-8c0c-4cd56e515cb5,e2eaa998-8796-4382-9774-555e0656d4ea,2025-03-31,3126.87,1563.43,Late,28
6da94290-04da-4d9a-b130-618ba40b244e,e2eaa998-8796-4382-9774-555e0656d4ea,2025-04-30,3126.87,3126.87,Late,27
f472d0fc-ec5f-4c81-977c-264e91f4a56b,e2eaa998-8796-4382-9774-555e0656d4ea,2025-05-30,3126.87,3126.87,Paid,0
44811a9d-72e8-4a7b-8650-95ad1067fb07,e2eaa998-8796-4382-9774-555e0656d4ea,2025-06-29,3126.87,3126.87,Paid,0
f3a160f6-b090-4610-8f51-d638a0a7e6e3,e2eaa998-8796-4382-9774-555e0656d4ea,2025-07-29,3126.87,0.0,Defaulted,45
efe21c30-0ebd-4875-9ade-b0241c48fd5d,e2eaa998-8796-4382-9774-555e0656d4ea,2025-08-28,3126.87,1563.43,Late,6
f4bb2e3e-e617-44d2-91ee-c8a50afffa30,e2eaa998-8796-4382-9774-555e0656d4ea,2025-09-27,3126.87,3126.87,Paid,0
54703a59-6c56-4fd2-9777-45e0bb73d3f0,e2eaa998-8796-4382-9774-555e0656d4ea,2025-10-27,3126.87,3126.87,Paid,0
30265f77-1dc6-4480-ba95-7321a26f7230,e2eaa998-8796-4382-9774-555e0656d4ea,2025-11-26,3126.87,3126.87,Paid,0
a95cf7c4-67f9-481c-b623-e0910b65e87b,e2eaa998-8796-4382-9774-555e0656d4ea,2025-12-26,3126.87,3126.87,Paid,0
5ff09c3d-51e8-4074-9784-50fa656eee22,e6df9a2d-8f29-4428-a76a-a93e66a83f81,2024-09-16,7468.79,7468.79,Paid,0
e09e4938-df7e-44c8-9f5e-1bd83797a1b9,e6df9a2d-8f29-4428-a76a-a93e66a83f81,2024-10-16,7468.79,7468.79,Paid,0
36f083f1-1bf5-4d01-8dea-a321a945bfdb,e6df9a2d-8f29-4428-a76a-a93e66a83f81,2024-11-15,7468.79,7468.79,Paid,0
267608f0-8744-4b1e-9fac-42df8166ba5d,e6df9a2d-8f29-4428-a76a-a93e66a83f81,2024-12-15,7468.79,7468.79,Paid,0
90c238b3-80df-4f9b-95cd-624b6bc57b1e,e6df9a2d-8f29-4428-a76a-a93e66a83f81,2025-01-14,7468.79,7468.79,Late,7
2024c8da-6ebb-401e-867c-7638552ea128,e6df9a2d-8f29-4428-a76a-a93e66a83f81,2025-02-13,7468.79,7468.79,Paid,0
fabcd89b-f4be-4100-84b0-abc90899114c,e6df9a2d-8f29-4428-a76a-a93e66a83f81,2025-03-15,7468.79,7468.79,Paid,0
3cd87163-afd1-4dd6-a1a8-3d49afe899c2,e6df9a2d-8f29-4428-a76a-a93e66a83f81,2025-04-14,7468.79,0.0,Defaulted,72
54c8623b-567e-432f-b70e-4be84bf9348a,e6df9a2d-8f29-4428-a76a-a93e66a83f81,2025-05-14,7468.79,7468.79,Paid,0
90ebbe67-50a6-472a-8d66-58090c94c618,e6df9a2d-8f29-4428-a76a-a93e66a83f81,2025-06-13,7468.79,7468.79,Paid,0
3768d33b-027a-4506-b0f8-9570ccbffbc1,e6df9a2d-8f29-4428-a76a-a93e66a83f81,2025-07-13,7468.79,7468.79,Paid,0
72df4970-bc45-4b14-8477-ac37f9181e40,e6df9a2d-8f29-4428-a76a-a93e66a83f81,2025-08-12,7468.79,7468.79,Paid,0
3af5af05-fe39-44b2-90fa-52388c5be6e4,7b92fb51-e5cc-41ec-aea3-b0679937399b,2024-12-23,2083.72,2083.72,Paid,0
789c46e7-cb8e-4ab6-a79b-4648f6266d0e,7b92fb51-e5cc-41ec-aea3-b0679937399b,2025-01-22,2083.72,2083.72,Paid,0
